t [s] y1 [] y2 [] y3 []
7.0000e-01   1.409782e+00    6.040018e-01   -6.040018e-01
7.1000e-01   1.444293e+00    5.897301e-01   -5.897301e-01
7.2000e-01   1.479355e+00    5.751110e-01   -5.751110e-01
7.3000e-01   1.514974e+00    5.601394e-01   -5.601394e-01
7.4000e-01   1.551164e+00    5.448055e-01   -5.448055e-01
7.5000e-01   1.587929e+00    5.291065e-01   -5.291065e-01
7.6000e-01   1.625276e+00    5.130368e-01   -5.130368e-01
7.7000e-01   1.663213e+00    4.965906e-01   -4.965906e-01
7.8000e-01   1.701749e+00    4.797621e-01   -4.797621e-01
7.9000e-01   1.740891e+00    4.625454e-01   -4.625454e-01
8.0000e-01   1.780648e+00    4.449345e-01   -4.449345e-01
8.1000e-01   1.821027e+00    4.269233e-01   -4.269233e-01
8.2000e-01   1.862038e+00    4.085057e-01   -4.085057e-01
8.3000e-01   1.903688e+00    3.896754e-01   -3.896754e-01
8.4000e-01   1.945986e+00    3.704263e-01   -3.704263e-01
8.5000e-01   1.988942e+00    3.507504e-01   -3.507504e-01
8.6000e-01   2.032569e+00    3.306388e-01   -3.306388e-01
8.7000e-01   2.076872e+00    3.100873e-01   -3.100873e-01
8.8000e-01   2.121861e+00    2.890895e-01   -2.890895e-01
8.9000e-01   2.167543e+00    2.676383e-01   -2.676383e-01
9.0000e-01   2.213930e+00    2.457269e-01   -2.457269e-01
9.1000e-01   2.261029e+00    2.233483e-01   -2.233483e-01
9.2000e-01   2.308851e+00    2.004955e-01   -2.004955e-01
9.3000e-01   2.357406e+00    1.771613e-01   -1.771613e-01
9.4000e-01   2.406702e+00    1.533386e-01   -1.533386e-01
9.5000e-01   2.456750e+00    1.290200e-01   -1.290200e-01
9.6000e-01   2.507559e+00    1.041982e-01   -1.041982e-01
9.7000e-01   2.559143e+00    7.886366e-02   -7.886366e-02
9.8000e-01   2.611510e+00    5.300916e-02   -5.300916e-02
9.9000e-01   2.664671e+00    2.662729e-02   -2.662729e-02
1.0000e+00   2.718636e+00   -2.899162e-04    2.899162e-04
1.0036e+00   2.738038e+00   -1.000000e-02    1.000000e-02
1.0100e+00   2.773417e+00   -2.775055e-02    2.775055e-02
1.0200e+00   2.829024e+00   -5.576280e-02    5.576280e-02
1.0300e+00   2.885468e+00   -8.433494e-02    8.433494e-02
1.0400e+00   2.942761e+00   -1.134758e-01    1.134758e-01
1.0500e+00   3.000914e+00   -1.431940e-01    1.431940e-01
1.0600e+00   3.059938e+00   -1.734980e-01    1.734980e-01
1.0700e+00   3.119846e+00   -2.043967e-01    2.043967e-01
1.0800e+00   3.180649e+00   -2.358988e-01    2.358988e-01
1.0900e+00   3.242359e+00   -2.680134e-01    2.680134e-01
1.1000e+00   3.304988e+00   -3.007495e-01    3.007495e-01
1.1100e+00   3.368548e+00   -3.341166e-01    3.341166e-01
1.1200e+00   3.433053e+00   -3.681244e-01    3.681244e-01
1.1300e+00   3.498513e+00   -4.027820e-01    4.027820e-01
1.1400e+00   3.564943e+00   -4.380991e-01    4.380991e-01
1.1500e+00   3.632355e+00   -4.740853e-01    4.740853e-01
1.1600e+00   3.700761e+00   -5.107506e-01    5.107506e-01
1.1700e+00   3.770176e+00   -5.481048e-01    5.481048e-01
1.1800e+00   3.840612e+00   -5.861581e-01    5.861581e-01
1.1900e+00   3.912085e+00   -6.249228e-01    6.249228e-01
1.2000e+00   3.984607e+00   -6.644081e-01    6.644081e-01
1.2100e+00   4.058192e+00   -7.046245e-01    7.046245e-01
1.2200e+00   4.132855e+00   -7.455826e-01    7.455826e-01
1.2300e+00   4.208609e+00   -7.872934e-01    7.872934e-01
1.2400e+00   4.285469e+00   -8.297676e-01    8.297676e-01
1.2500e+00   4.363450e+00   -8.730165e-01    8.730165e-01
1.2600e+00   4.442565e+00   -9.170510e-01    9.170510e-01
1.2700e+00   4.522829e+00   -9.618826e-01    9.618826e-01
1.2800e+00   4.604258e+00   -1.007522e+00    1.007522e+00
1.2900e+00   4.686867e+00   -1.053982e+00    1.053982e+00
1.3000e+00   4.770670e+00   -1.101273e+00    1.101273e+00
1.3100e+00   4.855683e+00   -1.149408e+00    1.149408e+00
1.3200e+00   4.941921e+00   -1.198397e+00    1.198397e+00
1.3300e+00   5.029405e+00   -1.248256e+00    1.248256e+00
1.3400e+00   5.118156e+00   -1.299004e+00    1.299004e+00
1.3500e+00   5.208185e+00   -1.350648e+00    1.350648e+00
1.3600e+00   5.299507e+00   -1.403198e+00    1.403198e+00
1.3700e+00   5.392140e+00   -1.456670e+00    1.456670e+00
1.3800e+00   5.486100e+00   -1.511074e+00    1.511074e+00
1.3900e+00   5.581404e+00   -1.566426e+00    1.566426e+00
